N,P,K,temperature,humidity,ph,rainfall,label
101.95,34.7,84.79,28.09,90.85,5.7,149.03,pineapple
59.39,49.37,91.96,10.67,54.49,5.09,46.98,potato
60.42,48.88,51.89,24.7,94.7,5.9,255.79,cardamom
23.07,14.35,21.93,24.46,91.86,6.36,70.36,grapes
100.3,37.83,47.73,23.04,75.91,6.9,74.15,wheat
18.86,64.77,14.92,28.14,50.52,5.72,160.42,pigeonpeas
50.27,45.22,49.72,20.75,38.45,6.27,55.62,castor
22.58,61.2,15.48,23.99,68.69,6.95,33.14,lentil
16.88,27.04,29.31,29.87,33.99,5.78,88.3,mango
113.17,39.3,32.89,22.53,63.0,6.85,161.55,coffee
40.55,31.47,42.77,22.73,53.26,7.4,30.03,cumin
113.81,37.72,43.58,29.83,78.87,5.6,256.78,rubber
74.46,45.99,32.87,31.39,45.01,6.85,47.03,castor
29.85,56.41,103.06,28.31,74.19,6.18,102.69,sweet_potato
47.49,38.21,53.82,34.36,71.82,6.48,110.52,guava
110.99,40.41,64.08,15.35,73.85,6.75,31.24,spinach
15.47,19.74,18.82,30.19,75.08,5.91,112.29,cashew
75.96,45.84,66.71,21.6,54.32,5.83,45.46,potato
23.81,21.38,35.62,26.05,92.21,5.69,184.73,coconut
21.68,76.33,15.03,28.29,59.5,5.66,88.85,pigeonpeas
30.46,31.47,56.57,27.74,74.19,6.82,77.68,lemon
104.44,72.98,44.89,25.41,76.08,5.78,56.19,banana
102.13,19.15,28.77,25.09,48.57,6.91,189.39,coffee
35.22,34.14,51.67,22.12,87.27,5.96,108.22,lemon
20.13,49.3,33.67,27.31,52.07,6.8,94.63,groundnut
109.5,33.52,28.34,24.64,50.45,6.86,167.48,coffee
57.3,43.47,33.16,22.65,51.94,6.77,65.79,castor
97.6,45.02,77.55,22.44,77.51,6.47,154.8,turmeric
45.12,55.4,81.07,16.58,54.29,6.35,60.57,carrot
57.16,56.16,44.5,21.6,79.35,5.62,212.1,pepper
54.77,48.35,63.54,20.36,50.99,7.04,36.57,sunflower
59.21,44.34,29.92,27.06,66.93,6.97,93.89,guava
109.65,57.98,76.62,24.15,68.43,5.87,159.84,turmeric
67.69,65.67,91.85,16.79,57.91,4.83,28.67,potato
40.62,47.26,45.79,22.87,62.43,6.51,59.07,mustard
101.85,69.04,46.54,24.01,63.9,6.48,67.92,maize
39.24,62.13,73.52,25.09,10.0,7.37,68.8,chickpea
85.28,72.45,45.7,28.48,88.9,5.75,133.07,turmeric
22.67,48.79,21.13,19.81,23.16,5.82,95.91,kidneybeans
84.53,15.31,27.52,28.82,80.65,5.5,182.07,rubber
109.95,83.92,38.26,28.43,70.63,5.66,107.78,banana
117.22,46.81,56.49,24.78,81.92,6.41,96.46,cotton
15.12,57.45,44.0,25.21,66.03,6.62,93.41,groundnut
29.5,40.31,102.44,26.54,76.88,5.63,86.69,sweet_potato
39.62,22.75,18.98,32.29,63.7,6.58,35.3,sesame
108.55,41.83,84.5,14.81,71.22,6.61,69.09,cabbage
96.46,7.83,45.67,24.18,79.48,6.45,49.52,watermelon
101.85,50.71,46.57,25.52,83.02,6.93,89.88,wheat
93.56,49.13,29.52,22.2,80.9,6.38,205.19,rice
66.3,58.28,51.82,22.11,80.52,6.34,187.77,cardamom
93.49,64.69,64.28,22.72,54.72,6.05,101.82,maize
12.75,17.32,12.44,20.01,91.82,6.64,114.35,orange
27.42,70.2,61.93,18.11,19.26,6.83,86.82,chickpea
78.24,38.93,29.52,25.95,78.24,6.29,273.71,cardamom
25.46,32.27,97.61,22.83,73.86,5.79,67.16,sweet_potato
21.48,28.16,25.11,32.7,50.53,6.17,75.46,mango
28.9,39.83,90.11,22.66,66.99,6.33,39.51,radish
112.88,31.94,31.59,23.47,55.53,6.52,194.66,coffee
15.11,15.83,13.34,23.44,93.62,7.21,91.41,orange
75.13,44.32,34.87,18.68,59.28,7.46,38.04,mustard
47.91,59.85,48.33,29.74,53.58,7.07,60.66,sunflower
18.69,7.67,48.6,20.05,96.14,5.58,97.0,pomegranate
54.66,34.01,49.15,20.59,54.02,7.07,51.45,coriander
51.04,72.99,46.55,31.23,92.61,6.27,167.92,papaya
50.27,39.78,20.42,29.94,69.11,6.6,40.84,sesame
96.8,80.79,41.65,29.33,90.39,6.01,108.37,banana
18.02,65.48,26.52,29.55,42.58,5.58,147.74,pigeonpeas
75.25,50.95,44.81,30.02,86.06,6.65,72.16,capsicum
66.21,52.06,96.93,13.37,62.33,6.02,34.58,potato
47.97,25.02,43.23,28.5,85.74,5.53,300.0,rubber
92.82,21.33,29.18,23.66,46.94,7.06,151.91,coffee
81.66,31.37,99.23,25.48,86.83,4.95,183.81,pineapple
82.86,43.32,36.47,25.98,82.88,5.53,231.89,cardamom
113.34,13.67,54.9,29.54,89.87,6.63,20.0,muskmelon
18.82,23.58,35.72,31.39,49.44,5.94,103.07,mango
123.0,20.39,62.45,27.85,93.16,6.88,43.15,muskmelon
100.46,8.66,64.79,20.74,86.73,7.2,61.06,watermelon
88.21,20.47,29.19,25.96,83.42,5.46,212.84,rubber
86.48,40.45,45.52,23.19,47.77,7.05,56.97,wheat
64.26,55.91,40.66,27.63,38.41,6.68,60.89,castor
21.28,13.48,34.69,31.22,85.95,6.61,57.87,grapes
108.26,8.81,58.46,25.49,98.66,6.57,33.03,muskmelon
15.28,49.43,45.36,27.11,70.5,6.35,131.38,soybean
16.79,22.94,7.27,25.01,93.96,7.07,88.6,orange
38.49,66.75,20.48,29.79,56.09,6.92,59.72,blackgram
92.95,56.3,71.26,16.41,79.08,6.42,63.22,cauliflower
88.87,75.2,38.75,25.99,76.61,6.27,95.4,banana
34.5,105.9,105.02,16.02,88.47,6.08,41.41,strawberry
71.12,47.25,55.97,23.06,75.03,6.91,38.67,onion
79.25,30.25,50.09,21.27,62.9,6.31,46.46,onion
89.47,51.51,86.24,25.74,61.85,6.27,167.75,turmeric
34.88,124.06,126.84,15.68,95.11,5.51,75.36,strawberry
98.49,16.16,29.19,26.5,82.49,5.43,242.22,rubber
97.1,110.65,43.45,25.76,81.31,5.74,109.99,banana
9.35,73.02,23.8,21.42,10.0,5.46,100.73,kidneybeans
16.05,59.39,47.97,24.37,67.15,7.02,47.26,groundnut
22.29,66.31,28.51,21.22,17.64,5.34,103.38,kidneybeans
39.0,47.69,21.19,13.82,66.17,7.2,45.73,garlic
108.56,63.21,81.54,28.21,67.27,5.96,81.0,tobacco
46.8,68.28,63.12,36.27,94.1,6.48,160.32,papaya
41.63,58.65,133.54,22.13,84.46,5.43,71.23,sweet_potato
117.02,57.96,63.26,24.03,82.75,6.7,71.99,maize
115.69,27.47,36.15,17.04,89.41,5.5,132.77,tea
16.0,36.25,42.1,27.13,74.96,6.76,57.81,groundnut
105.85,47.81,76.83,28.94,82.11,5.48,195.02,turmeric
26.18,52.73,21.44,27.1,70.24,6.89,74.44,mothbeans
88.97,75.43,72.81,24.42,79.11,6.09,103.58,maize
93.31,31.64,13.94,26.88,55.6,6.58,141.19,coffee
94.31,10.76,41.16,25.23,85.25,6.71,40.11,watermelon
38.4,30.39,52.31,26.88,81.2,6.57,30.49,tomato
42.27,38.57,43.98,14.46,65.0,7.18,59.9,garlic
30.34,42.24,21.75,23.84,47.66,6.86,51.85,mothbeans
95.21,49.09,77.66,21.76,83.44,6.33,45.51,cauliflower
75.82,46.23,57.81,23.55,60.83,6.75,78.83,capsicum
15.72,39.79,15.97,27.17,57.08,6.95,34.11,mothbeans
97.51,34.31,49.98,18.35,65.36,6.62,48.14,spinach
42.95,53.41,36.92,33.44,56.08,6.95,71.21,castor
94.36,64.37,68.71,21.52,60.64,6.68,94.33,maize
117.15,60.55,33.63,20.52,80.87,6.95,71.37,cotton
27.88,33.09,38.86,21.05,65.15,7.07,100.12,lemon
88.52,26.38,52.23,20.37,95.94,5.03,288.81,tea
25.14,47.07,18.8,27.47,80.97,6.47,55.38,mungbean
110.4,76.08,40.12,26.83,88.0,6.64,77.71,banana
57.25,34.05,59.29,29.73,73.66,6.91,50.38,chilli
43.2,49.14,46.67,20.66,77.49,6.26,46.33,tomato
69.87,45.23,34.99,18.78,83.47,7.02,166.21,jute
83.33,60.55,71.24,20.12,73.76,5.98,39.9,tobacco
73.34,44.46,52.75,26.81,79.57,6.04,208.72,pepper
29.89,19.93,24.51,23.0,78.98,5.74,60.8,grapes
115.35,57.51,71.24,31.15,85.72,6.53,195.2,sugarcane
15.84,67.73,10.84,29.85,51.54,5.59,148.81,pigeonpeas
50.89,40.89,82.93,16.35,44.18,6.54,46.61,carrot
84.72,29.76,80.7,31.95,83.33,5.42,121.58,pineapple
53.27,40.43,53.04,28.64,52.43,6.59,92.59,guava
38.43,49.9,62.69,25.14,47.53,6.38,73.9,chilli
62.93,51.94,78.43,17.05,69.47,4.85,37.0,potato
50.51,18.83,17.71,29.42,71.45,6.08,94.72,cashew
22.84,80.22,41.7,31.76,71.95,6.98,67.21,groundnut
66.78,42.4,55.52,20.05,79.97,6.51,70.38,capsicum
15.38,27.89,32.55,30.17,85.1,5.97,90.36,grapes
100.38,21.75,47.44,27.96,89.01,5.96,20.0,muskmelon
123.81,61.47,122.11,32.31,81.23,7.07,182.92,sugarcane
13.14,59.09,21.54,28.54,45.75,5.88,153.86,pigeonpeas
34.99,57.67,33.03,27.74,54.13,6.21,99.56,guava
28.24,15.82,48.85,22.91,87.86,6.39,90.95,pomegranate
19.48,141.34,205.0,23.72,83.5,5.62,101.72,apple
37.27,36.72,38.74,30.03,60.13,6.86,25.01,castor
105.86,48.41,70.19,13.48,59.24,6.29,38.36,spinach
78.62,33.77,79.99,15.43,79.24,6.14,44.89,cabbage
87.2,48.22,28.4,24.69,69.9,6.59,84.42,wheat
14.26,58.01,39.78,32.18,81.47,6.41,101.95,soybean
91.04,35.88,78.94,16.22,57.19,6.37,64.72,cabbage
72.93,43.37,57.2,18.95,69.05,6.42,73.83,onion
6.57,15.36,32.54,21.05,82.43,5.71,135.71,pomegranate
75.03,48.51,60.97,27.68,78.47,6.25,63.82,chilli
24.92,17.31,6.53,18.74,90.47,7.09,93.82,orange
48.2,51.04,33.67,26.42,39.33,6.32,41.64,castor
48.4,54.54,49.45,23.63,55.69,6.54,53.77,onion
84.66,8.44,61.82,24.62,89.62,6.11,55.07,watermelon
93.95,23.3,65.06,12.75,72.14,6.67,44.45,spinach
78.19,40.72,79.74,18.04,56.06,5.54,78.77,potato
45.86,24.6,20.25,28.37,53.16,6.18,40.81,sesame
16.46,18.22,50.0,20.25,88.31,6.27,126.89,pomegranate
22.41,65.24,12.4,19.61,13.72,5.68,121.81,kidneybeans
110.15,79.61,44.96,29.28,81.49,6.31,111.13,banana
84.07,45.88,57.86,29.06,59.31,5.69,141.38,pineapple
130.94,52.11,29.03,25.48,84.62,6.91,50.24,cotton
21.46,72.43,21.17,21.95,22.4,5.85,128.07,kidneybeans
15.77,16.81,30.85,28.16,95.02,6.26,185.0,coconut
106.21,57.88,49.6,24.55,56.17,6.71,111.39,wheat
36.8,97.98,11.14,33.46,55.85,6.67,54.06,blackgram
81.37,12.33,19.86,28.08,91.41,5.04,300.0,rubber
75.99,50.99,48.07,25.33,91.27,6.14,187.66,pepper
50.76,63.44,20.9,31.87,57.84,6.74,65.25,blackgram
43.85,59.07,49.55,22.71,69.78,6.93,69.65,garlic
43.94,34.62,45.57,23.45,65.69,6.84,64.96,coriander
41.22,63.24,84.66,29.5,84.16,5.79,64.29,sweet_potato
23.24,65.22,22.45,36.81,85.99,6.65,40.44,mungbean
28.62,54.58,22.92,16.23,17.27,6.15,104.04,kidneybeans
108.5,55.72,31.94,28.85,71.63,6.96,87.43,cotton
19.07,55.97,22.73,30.46,75.01,6.8,44.08,mungbean
33.02,31.28,21.85,27.07,50.91,6.38,49.63,sesame
57.52,46.27,64.37,15.46,70.94,5.61,37.0,potato
26.66,54.98,107.55,26.65,66.97,5.54,74.6,sweet_potato
102.88,19.61,50.35,25.97,95.16,6.67,28.87,muskmelon
9.56,53.32,21.01,17.37,26.41,6.14,106.05,kidneybeans
31.07,49.21,90.39,24.29,65.86,5.44,63.36,sweet_potato
100.58,45.95,65.71,16.36,65.94,6.31,61.21,cauliflower
2.82,77.7,43.83,27.16,74.19,6.21,101.79,soybean
50.45,42.66,68.66,21.48,65.73,6.64,71.26,chilli
17.08,86.87,28.16,21.55,25.61,6.24,83.79,kidneybeans
45.4,42.93,77.32,17.11,74.35,6.5,55.35,radish
75.12,39.88,53.86,24.4,76.56,6.55,168.84,jute
20.52,145.0,205.0,16.06,91.74,4.89,86.8,apple
21.29,16.66,43.45,23.31,94.02,5.93,195.37,coconut
33.48,18.78,41.9,26.0,74.67,6.39,81.06,lemon
58.63,39.37,118.95,19.1,57.36,6.29,43.81,carrot
98.66,62.94,56.08,20.13,61.92,6.46,86.33,maize
96.0,61.89,68.53,31.69,90.83,6.1,145.17,turmeric
41.02,67.14,84.01,17.61,20.88,7.26,74.97,chickpea
108.56,50.16,49.88,22.98,79.16,7.03,112.66,cotton
119.92,42.96,70.13,14.12,63.4,6.26,67.11,cabbage
23.6,55.29,14.34,31.43,63.09,5.85,53.41,mothbeans
48.64,38.67,67.78,17.89,55.42,7.28,59.93,garlic
20.36,138.06,193.89,25.14,95.61,5.58,121.42,apple
39.67,34.73,33.04,19.55,57.21,6.99,37.9,cumin
51.25,48.09,32.94,32.78,90.52,6.16,147.0,papaya
32.16,34.04,46.95,26.3,49.61,6.6,29.72,castor
17.37,65.77,19.72,17.61,20.35,5.46,135.6,kidneybeans
109.77,16.97,43.75,24.68,77.46,6.62,42.5,watermelon
85.82,61.76,55.35,21.07,56.9,6.49,77.38,maize
73.13,48.15,40.11,16.01,60.37,6.69,46.37,mustard
23.28,71.06,21.46,24.56,65.26,7.11,42.42,lentil
140.0,70.79,113.35,32.55,65.63,6.73,141.99,sugarcane
105.66,57.74,63.38,23.53,75.01,5.96,64.81,maize
26.5,31.66,39.08,19.56,52.39,7.0,21.97,cumin
14.55,48.92,88.76,19.92,83.93,5.92,74.41,sweet_potato
98.21,61.45,78.69,30.83,70.99,5.79,170.14,turmeric
115.14,74.5,94.45,25.01,82.04,6.35,211.09,sugarcane
77.45,50.72,75.86,25.65,77.49,5.92,177.97,ginger
20.75,30.55,24.16,29.09,49.85,5.98,102.91,mango
66.95,49.83,53.51,26.39,63.29,6.75,54.17,chilli
58.12,42.32,49.7,23.69,60.19,6.5,57.53,sunflower
37.68,125.69,142.35,12.04,70.79,5.44,70.3,strawberry
62.95,41.44,32.96,24.33,82.67,6.79,169.51,jute
103.61,26.66,20.61,21.41,57.87,6.89,177.74,coffee
74.02,49.93,50.08,22.39,74.83,6.54,45.24,onion
68.86,27.95,30.97,26.1,100.0,5.4,234.47,rubber
108.16,9.36,45.69,27.25,92.41,6.8,34.3,muskmelon
47.88,38.48,97.37,16.54,64.97,6.48,51.98,carrot
124.92,35.33,68.2,10.48,76.76,6.42,45.52,spinach
27.59,52.03,130.12,26.27,89.11,5.43,101.55,sweet_potato
12.23,14.31,28.23,25.26,88.73,6.67,85.82,pomegranate
38.75,50.24,58.52,23.97,53.95,6.71,58.09,sunflower
52.68,40.8,31.91,22.19,54.3,6.49,36.28,mustard
47.37,46.59,39.29,24.11,71.09,6.43,104.2,coriander
37.32,57.77,39.81,36.44,92.03,6.7,148.38,papaya
31.62,68.39,11.4,31.56,58.03,7.39,74.54,blackgram
57.16,49.86,39.78,18.19,75.8,6.34,61.42,garlic
25.87,48.58,22.77,30.35,47.4,6.51,55.75,mothbeans
95.38,36.84,27.64,24.0,70.49,7.0,139.8,rice
37.09,26.67,53.3,31.81,61.38,6.81,111.06,guava
17.79,54.75,105.15,14.76,58.12,6.16,44.94,carrot
40.81,44.77,84.97,17.76,63.0,5.97,46.52,carrot
82.19,39.66,70.05,22.66,65.75,6.42,53.07,cabbage
61.31,58.09,36.12,23.13,70.24,6.37,47.47,onion
78.46,54.11,66.48,19.85,54.13,6.06,91.91,chilli
42.37,41.15,96.28,20.47,54.42,6.07,48.81,carrot
70.03,73.91,57.51,24.19,60.73,6.39,40.85,onion
97.79,55.11,60.68,23.1,64.01,6.64,88.14,maize
18.26,16.11,26.48,29.3,89.54,5.68,196.62,coconut
17.4,54.73,35.78,33.75,76.88,6.93,31.24,groundnut
75.97,51.31,49.31,20.75,94.02,5.77,212.16,cardamom
51.69,34.45,34.79,13.32,64.24,6.46,46.53,garlic
18.06,20.95,39.06,18.53,93.88,6.0,69.54,pomegranate
83.14,33.31,39.63,22.38,82.58,6.21,223.77,rice
107.62,69.2,78.18,26.47,85.84,6.38,179.51,sugarcane
123.6,30.98,34.39,29.84,73.72,6.98,68.02,cotton
37.12,31.56,96.21,24.91,70.61,5.66,108.88,sweet_potato
14.16,65.09,21.12,18.79,27.29,6.07,136.77,kidneybeans
106.69,31.8,104.64,26.81,75.12,6.15,142.15,pineapple
60.4,41.78,43.86,22.36,75.1,6.38,204.2,rice
110.97,13.03,62.07,25.93,94.75,6.47,20.0,muskmelon
78.91,53.53,50.96,24.33,78.03,6.12,141.33,ginger
135.6,30.46,86.83,27.9,92.88,5.51,80.87,pineapple
71.89,15.96,46.86,29.77,90.61,6.82,35.77,muskmelon
90.01,6.21,54.95,28.05,77.47,6.34,66.17,watermelon
103.86,97.93,54.12,28.91,85.42,5.69,65.2,banana
38.15,25.26,32.71,26.77,61.98,5.87,120.41,cashew
44.93,42.22,54.14,28.55,81.82,6.61,53.92,tomato
114.94,14.31,28.33,21.85,65.47,7.11,178.6,coffee
45.02,42.08,95.11,17.93,44.42,6.01,45.1,carrot
44.47,40.09,29.46,27.29,80.19,6.84,93.17,tomato
79.68,47.9,45.18,25.79,84.8,6.2,235.46,cardamom
22.4,129.47,195.74,22.74,95.37,5.74,111.67,apple
37.27,60.16,25.96,34.87,67.56,7.01,70.79,blackgram
100.18,34.73,41.07,26.3,58.57,6.32,169.87,coffee
14.09,24.77,32.02,24.63,93.15,5.88,70.43,pomegranate
87.74,29.69,43.53,26.08,86.56,5.24,242.05,tea
89.29,56.71,68.44,24.03,65.14,5.76,120.19,ginger
74.7,36.53,44.81,24.9,90.44,6.75,223.33,rice
41.79,25.51,48.42,24.47,51.8,7.25,26.15,cumin
59.1,39.9,69.35,19.14,47.59,6.41,41.42,carrot
41.76,46.14,19.68,28.84,71.7,7.42,91.73,blackgram
35.5,37.8,124.1,22.57,72.23,5.37,104.18,sweet_potato
48.31,75.57,20.09,33.77,66.6,7.24,60.85,blackgram
116.16,46.22,64.49,16.53,62.78,6.58,30.45,spinach
32.43,45.06,113.2,22.42,78.42,5.76,62.03,sweet_potato
47.13,66.52,52.87,36.97,97.35,6.46,151.4,papaya
105.18,47.66,60.47,21.48,63.62,6.61,98.24,wheat
63.61,69.6,62.89,26.47,87.33,6.5,80.63,capsicum
100.75,67.11,49.53,31.35,77.2,6.7,193.81,sugarcane
103.8,10.19,51.73,21.91,84.26,6.09,62.24,watermelon
100.06,57.56,56.63,29.16,93.48,5.92,141.07,turmeric
45.42,13.32,26.9,30.55,68.35,5.71,117.87,cashew
91.72,9.41,53.66,19.8,89.0,6.73,46.6,watermelon
113.01,56.21,64.26,24.8,69.61,6.42,61.46,tobacco
90.8,60.64,71.2,15.87,50.53,5.09,49.43,potato
17.5,57.4,21.55,22.66,29.52,5.53,94.7,kidneybeans
99.99,34.02,96.97,28.26,80.53,4.97,145.9,pineapple
39.92,47.29,43.99,22.07,65.59,6.73,75.41,garlic
47.03,35.81,42.41,23.67,63.24,7.01,56.43,garlic
21.55,18.11,9.76,21.48,95.29,6.54,100.5,orange
63.92,39.23,38.48,24.28,50.46,7.15,50.51,mustard
83.1,34.23,50.44,30.26,83.8,5.82,212.29,pepper
61.56,47.54,48.19,30.35,81.12,6.12,114.15,ginger
73.98,29.49,34.7,22.98,76.08,6.69,151.23,rice
40.16,28.25,44.57,25.4,72.61,7.0,76.23,lemon
89.77,51.89,62.13,22.49,60.92,6.08,85.06,cabbage
98.92,30.82,101.41,31.28,73.96,5.38,134.85,pineapple
106.32,56.96,96.22,22.23,61.45,5.95,77.17,tobacco
140.0,67.62,79.43,37.71,97.56,6.59,224.14,sugarcane
47.07,60.47,48.48,28.63,92.26,6.23,173.92,papaya
17.71,46.08,9.77,31.97,77.94,6.83,60.25,mungbean
125.45,55.5,58.91,22.18,100.0,5.75,203.88,turmeric
7.38,12.77,9.69,23.97,89.27,6.72,109.07,orange
94.77,55.38,45.69,26.2,72.98,6.84,73.98,wheat
48.74,18.99,35.65,32.87,85.26,6.42,118.31,cashew
42.93,66.47,25.81,31.21,60.3,6.66,58.53,blackgram
94.34,47.47,53.28,27.02,87.99,6.26,233.58,ginger
62.46,65.94,55.81,41.53,99.71,6.45,107.4,papaya
105.21,27.38,27.16,29.11,48.92,6.41,166.39,coffee
44.42,43.5,48.93,19.16,74.82,6.49,63.37,garlic
62.76,41.07,42.74,25.76,73.93,6.06,192.83,pepper
65.83,48.52,33.02,21.61,80.53,6.53,165.98,jute
94.58,52.11,25.1,21.6,90.8,5.08,216.21,tea
26.61,61.03,34.8,26.32,56.13,7.09,65.55,groundnut
59.46,47.12,28.98,33.57,45.9,6.6,45.15,castor
118.69,16.86,38.36,26.22,94.64,6.28,23.54,muskmelon
116.96,37.05,63.63,20.39,80.31,7.32,91.12,wheat
87.43,30.18,21.94,16.76,98.28,5.25,175.44,tea
24.44,46.26,32.14,36.58,81.25,6.44,50.73,groundnut
53.81,53.87,60.65,23.15,80.73,6.58,58.1,sunflower
74.59,56.85,38.71,26.5,78.71,6.79,163.37,jute
90.43,63.41,48.84,24.6,81.66,6.29,147.13,ginger
24.22,39.55,76.28,23.02,76.35,5.62,72.35,sweet_potato
69.5,34.24,101.25,27.02,68.49,5.73,187.08,pineapple
35.7,30.9,39.91,18.7,59.37,7.21,61.53,coriander
31.19,28.63,42.69,24.01,57.13,7.49,23.18,cumin
95.89,14.89,48.45,25.03,98.5,6.67,28.31,muskmelon
69.34,53.88,36.67,29.85,79.4,6.97,178.34,jute
17.99,20.33,13.53,29.11,82.52,7.16,121.47,orange
21.35,51.04,20.07,32.09,77.44,6.83,21.61,mungbean
88.17,49.49,43.02,24.4,73.53,6.52,193.0,jute
52.52,24.33,31.17,14.79,57.29,7.04,68.37,coriander
51.02,38.12,97.52,14.22,51.37,5.47,27.04,carrot
86.39,7.3,41.37,26.65,86.96,6.74,61.53,watermelon
94.82,22.74,85.84,26.8,96.09,5.33,155.68,pineapple
50.02,58.39,51.83,27.27,63.54,6.7,66.22,chilli
26.25,46.8,57.94,28.93,60.04,6.78,51.26,groundnut
30.72,50.93,100.72,19.56,84.3,5.41,91.93,sweet_potato
78.68,69.13,90.1,31.22,67.08,6.1,82.88,tobacco
48.66,39.67,44.11,22.74,60.28,7.28,50.73,tomato
102.96,19.82,31.57,23.03,54.78,6.53,143.69,coffee
36.71,63.87,84.35,20.43,10.0,7.47,74.73,chickpea
21.41,45.64,24.17,30.25,76.49,6.44,61.24,mungbean
84.28,35.74,60.07,23.17,90.07,5.89,241.01,pepper
15.22,15.61,38.37,19.63,84.33,6.07,90.94,pomegranate
15.66,21.92,35.95,31.96,44.81,5.95,112.62,mango
17.54,4.74,40.12,17.14,87.58,5.61,147.89,pomegranate
41.67,51.75,34.24,16.12,68.2,6.77,81.01,coriander
40.17,24.28,42.22,15.3,51.89,7.62,33.67,cumin
50.06,32.71,28.49,17.29,61.64,6.86,61.77,coriander
27.02,10.93,32.2,22.54,97.06,5.44,181.2,coconut
56.98,43.76,54.8,21.46,51.9,7.27,62.43,sunflower
53.57,21.46,22.75,28.24,72.14,5.79,89.12,cashew
89.43,33.58,107.49,30.14,75.62,5.8,169.18,pineapple
94.17,58.52,70.3,21.09,67.87,6.16,92.58,maize
44.39,30.78,37.83,18.84,64.55,7.22,73.5,garlic
91.65,60.99,84.81,11.46,76.68,6.07,71.2,cauliflower
14.48,18.18,29.19,17.04,80.37,5.88,79.76,grapes
29.1,21.74,37.05,27.45,85.05,6.8,50.84,grapes
102.37,24.9,46.55,20.62,71.27,4.99,160.79,tea
116.92,45.25,52.82,20.57,76.12,5.42,192.23,tea
68.09,67.19,27.41,21.38,67.25,5.98,50.64,onion
72.29,51.27,38.76,17.53,58.67,7.28,34.91,mustard
60.48,44.68,50.31,28.51,84.21,6.25,192.49,pepper
66.37,51.21,49.18,23.51,68.67,6.5,80.84,onion
65.21,47.6,30.0,22.06,75.48,5.76,194.63,rice
32.65,44.3,91.22,27.01,91.72,6.04,91.89,sweet_potato
17.3,30.4,18.38,26.2,83.63,6.3,69.36,mungbean
63.25,42.53,48.93,23.63,79.82,6.19,276.52,cardamom
31.09,50.61,15.19,20.95,22.92,5.85,79.23,kidneybeans
47.36,53.92,60.72,17.63,62.71,6.0,86.57,capsicum
72.43,37.7,91.0,22.85,66.87,5.84,34.88,cabbage
21.17,79.39,39.44,20.69,63.82,6.46,108.31,soybean
26.06,56.83,47.39,22.99,62.67,6.38,67.37,soybean
109.16,10.57,40.89,24.2,78.04,6.87,50.85,watermelon
29.28,62.03,43.04,31.85,70.3,6.42,62.04,groundnut
36.47,42.15,31.51,31.12,56.32,6.66,34.11,sesame
79.01,38.34,52.72,24.98,74.1,6.37,193.43,jute
85.93,40.69,44.43,26.14,58.22,6.33,80.63,wheat
45.28,67.87,24.52,31.52,64.53,7.41,82.76,blackgram
16.52,91.85,21.58,20.41,51.87,5.96,195.98,pigeonpeas
46.5,38.56,35.95,19.81,88.09,6.26,178.63,cardamom
28.13,64.7,20.85,17.96,15.73,5.66,79.47,kidneybeans
17.86,14.12,45.19,20.31,93.8,5.99,64.28,pomegranate
54.34,100.03,127.83,13.41,84.58,5.87,70.71,strawberry
50.07,47.76,22.45,30.41,64.1,6.64,120.89,guava
82.42,45.6,51.54,24.65,74.33,6.43,210.4,rice
76.72,32.54,50.5,26.66,77.69,6.6,220.48,rice
59.04,31.9,17.08,30.28,90.22,5.6,293.94,rubber
106.11,56.44,41.52,28.23,52.44,7.09,74.91,wheat
20.0,8.33,31.03,23.12,92.7,5.68,123.89,pomegranate
18.05,62.59,22.76,22.54,51.19,6.8,57.86,mothbeans
101.02,33.59,68.45,32.35,75.03,5.59,111.73,pineapple
110.73,65.82,45.62,21.22,65.77,6.5,89.16,maize
21.38,21.74,40.98,21.13,84.7,6.58,119.37,pomegranate
106.02,78.46,53.21,27.31,85.61,6.01,100.88,banana
92.45,49.59,64.83,15.19,81.51,6.26,39.45,cauliflower
38.65,67.95,17.25,28.82,64.68,7.48,63.27,blackgram
16.25,46.93,26.87,22.39,80.69,6.96,113.68,soybean
95.45,11.97,54.03,22.43,80.53,7.07,53.16,watermelon
8.57,28.61,48.38,21.94,92.31,6.33,117.86,pomegranate
102.56,7.06,56.16,25.7,82.07,7.04,40.14,watermelon
71.51,62.17,80.39,24.69,56.84,6.1,120.21,tobacco
51.58,66.82,14.39,25.0,54.24,6.66,42.59,blackgram
112.89,21.26,25.85,28.53,94.54,6.41,20.0,muskmelon
27.94,18.37,41.05,25.15,54.17,7.19,20.0,cumin
15.54,33.62,21.48,25.1,57.99,6.68,52.49,mothbeans
18.17,76.85,20.17,19.18,21.8,5.95,127.03,kidneybeans
16.38,137.81,200.84,27.27,90.74,5.74,102.08,apple
95.5,71.87,59.08,26.02,80.46,6.56,98.08,banana
58.22,40.07,60.59,21.32,89.26,5.59,214.29,cardamom
79.84,72.23,45.18,25.08,77.4,6.35,100.06,ginger
27.26,48.24,82.12,15.95,45.92,6.67,23.13,carrot
13.6,52.35,38.78,28.71,75.55,6.92,88.47,groundnut
92.98,12.9,56.81,30.59,87.01,6.34,51.78,watermelon
56.06,33.02,48.6,16.29,55.29,6.66,64.21,coriander
106.73,57.29,71.4,25.94,67.6,6.29,87.9,maize
